docid,source,sourcetype,target,targettype,type
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Tiancheng Huang,Author,AUTHORED
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Kai Wang,Author,AUTHORED
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Junda Ye,Author,AUTHORED
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Xinghe Chen,Author,AUTHORED
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Siqiang Luo,Author,AUTHORED
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Retrieval-Augmented Generation,Topic,COVERS
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Large Language Models,Topic,COVERS
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Hallucination Problem,Topic,COVERS
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Structured Knowledge,Topic,COVERS
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Graph Learning,Topic,COVERS
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Database Systems,Topic,COVERS
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Natural Language Processing,Topic,COVERS
34,Trace,Topic,Retrieval-Augmented Generation,Topic,COVERS
34,Trace,Topic,Multi-Hop Question Answering,Topic,COVERS
34,Trace,Topic,Knowledge Graph,Topic,INCLUDES
34,Trace,Topic,Autoregressive Reasoning Chain Constructor,Topic,INCLUDES
34,Jinyuan Fang,Author,Trace,Topic,AUTHORED
34,Zaiqiao Meng,Author,Trace,Topic,AUTHORED
34,Craig Macdonald,Author,Trace,Topic,AUTHORED
34,Three Multi-Hop Qa Datasets,Topic,14.03% Performance Improvement,Topic,RELATED_TO
35,Hm-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
35,Hm-Rag,Topic,Large Language Models,Topic,RELATED_TO
35,Hm-Rag,Topic,Decomposition Agent,Topic,INCLUDES
35,Hm-Rag,Topic,Multi-Source Retrieval Agents,Topic,INCLUDES
35,Hm-Rag,Topic,Decision Agent,Topic,INCLUDES
35,Hm-Rag,Topic,Scienceqa,Topic,RELATED_TO
35,Hm-Rag,Topic,Crisismmd,Topic,RELATED_TO
35,Hm-Rag,Topic,Https://Github.Com/Ocean-Luna/Hmrag,Paper,COVERS
35,Https://Github.Com/Ocean-Luna/Hmrag,Paper,Pei Liu,Author,AUTHORED
35,Https://Github.Com/Ocean-Luna/Hmrag,Paper,Xin Liu,Author,AUTHORED
35,Https://Github.Com/Ocean-Luna/Hmrag,Paper,Ruoyu Yao,Author,AUTHORED
35,Https://Github.Com/Ocean-Luna/Hmrag,Paper,Junming Liu,Author,AUTHORED
35,Https://Github.Com/Ocean-Luna/Hmrag,Paper,Siyuan Meng,Author,AUTHORED
35,Https://Github.Com/Ocean-Luna/Hmrag,Paper,Ding Wang,Author,AUTHORED
35,Https://Github.Com/Ocean-Luna/Hmrag,Paper,Jun Ma,Author,AUTHORED
36,Cot-Rag,Topic,Feiyang Li,Author,AUTHORED
36,Cot-Rag,Topic,Peng Fang,Author,AUTHORED
36,Cot-Rag,Topic,Zhan Shi,Author,AUTHORED
36,Cot-Rag,Topic,Arijit Khan,Author,AUTHORED
36,Cot-Rag,Topic,Fang Wang,Author,AUTHORED
36,Cot-Rag,Topic,Dan Feng,Author,AUTHORED
36,Cot-Rag,Topic,Weihao Wang,Author,AUTHORED
36,Cot-Rag,Topic,Xin Zhang,Author,AUTHORED
36,Cot-Rag,Topic,Yongjian Cui,Author,AUTHORED
36,Cot-Rag,Topic,Knowledge Graph-Driven Cot Generation,Topic,INCLUDES
36,Cot-Rag,Topic,Learnable Knowledge Case-Aware Rag,Topic,INCLUDES
36,Cot-Rag,Topic,Pseudo-Program Prompting Execution,Topic,INCLUDES
36,Cot-Rag,Topic,Large Language Models,Topic,RELATED_TO
36,Cot-Rag,Topic,Reasoning Chains,Topic,RELATED_TO
36,Cot-Rag,Topic,Reasoning Tasks,Topic,RELATED_TO
36,Cot-Rag,Topic,Public Datasets,Topic,RELATED_TO
36,Cot-Rag,Topic,Domain-Specific Datasets,Topic,RELATED_TO
36,Cot-Rag,Topic,Accuracy Improvement,Topic,RELATED_TO
36,Cot-Rag,Topic,Reasoning Problems,Topic,RELATED_TO
37,Large Language Models,Topic,Knowledge Graph-Based Retrieval-Augmented Generation,Topic,RELATED_TO
37,Knowledge Graph-Based Retrieval-Augmented Generation,Topic,Subgraphrag,Topic,COVERS
37,Subgraphrag,Topic,Llama3.1-8B-Instruct,Topic,RELATED_TO
37,Subgraphrag,Topic,Gpt-4O,Topic,RELATED_TO
37,Subgraphrag,Topic,Webqsp,Topic,RELATED_TO
37,Subgraphrag,Topic,Cwq,Topic,RELATED_TO
37,Mufei Li,Author,Subgraphrag,Topic,AUTHORED
37,Siqi Miao,Author,Subgraphrag,Topic,AUTHORED
37,Pan Li,Author,Subgraphrag,Topic,AUTHORED
38,Retrieval-Augmented Generation,Topic,Causalrag,Topic,COVERS
38,Causalrag,Topic,Natural Language Processing,Topic,RELATED_TO
38,Causalrag,Topic,Large Language Models,Topic,RELATED_TO
38,Causalrag,Topic,Nengbo Wang,Author,AUTHORED
38,Causalrag,Topic,Xiaotian Han,Author,AUTHORED
38,Causalrag,Topic,Jagdip Singh,Author,AUTHORED
38,Causalrag,Topic,Jing Ma,Author,AUTHORED
38,Causalrag,Topic,Vipin Chaudhary,Author,AUTHORED
39,Large Language Models,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
39,Retrieval-Augmented Generation,Topic,Coggrag,Topic,COVERS
39,Coggrag,Topic,Knowledge Graph Question Answering,Topic,INCLUDES
39,Coggrag,Topic,Yao Cheng,Author,AUTHORED
39,Coggrag,Topic,Yibo Zhao,Author,AUTHORED
39,Coggrag,Topic,Jiapeng Zhu,Author,AUTHORED
39,Coggrag,Topic,Yao Liu,Author,AUTHORED
39,Coggrag,Topic,Xing Sun,Author,AUTHORED
39,Coggrag,Topic,Xiang Li,Author,AUTHORED
40,Adaptive Medical Graph-Rag,Paper,Large Language Models,Topic,COVERS
40,Adaptive Medical Graph-Rag,Paper,Medqa,Topic,INCLUDES
40,Adaptive Medical Graph-Rag,Paper,Medmcqa,Topic,INCLUDES
40,Adaptive Medical Graph-Rag,Paper,Pubmed,Topic,RELATED_TO
40,Adaptive Medical Graph-Rag,Paper,Wikisearch,Topic,RELATED_TO
41,Hypa-Rag,Topic,Large Language Models,Topic,RELATED_TO
41,Hypa-Rag,Topic,Nyc Local Law 144,Topic,RELATED_TO
41,Hypa-Rag,Topic,Rishi Kalra,Author,AUTHORED
41,Hypa-Rag,Topic,Zekun Wu,Author,AUTHORED
41,Hypa-Rag,Topic,Ayesha Gulley,Author,AUTHORED
41,Hypa-Rag,Topic,Airlie Hilliard,Author,AUTHORED
41,Hypa-Rag,Topic,Xin Guan,Author,AUTHORED
41,Hypa-Rag,Topic,Adriano Koshiyama,Author,AUTHORED
41,Hypa-Rag,Topic,Philip Treleaven,Author,AUTHORED
42,Knowledge Graph-Extended Retrieval Augmented Generation (Kg-Rag),Topic,Large Language Models (Llms),Topic,RELATED_TO
42,Knowledge Graph-Extended Retrieval Augmented Generation (Kg-Rag),Topic,Knowledge Graphs (Kgs),Topic,RELATED_TO
42,Knowledge Graph-Extended Retrieval Augmented Generation (Kg-Rag),Topic,Question Answering (Qa),Topic,RELATED_TO
42,Knowledge Graph-Extended Retrieval Augmented Generation (Kg-Rag),Topic,Jasper Linders,Author,AUTHORED
42,Knowledge Graph-Extended Retrieval Augmented Generation (Kg-Rag),Topic,Jakub M. Tomczak,Author,AUTHORED
42,Knowledge Graph-Extended Retrieval Augmented Generation (Kg-Rag),Topic,Metaqa Benchmark,Topic,RELATED_TO
43,Mixture-Of-Pageranks,Topic,Long-Context Llms,Topic,RELATED_TO
43,Mixture-Of-Pageranks,Topic,Rag,Topic,RELATED_TO
43,Mixture-Of-Pageranks,Topic,Pagerank,Topic,RELATED_TO
43,Mixture-Of-Pageranks,Topic,Sparse Matrices,Topic,RELATED_TO
43,Nicholas Alonso,Author,Mixture-Of-Pageranks,Topic,AUTHORED
43,Beren Millidge,Author,Mixture-Of-Pageranks,Topic,AUTHORED
43,Mixture-Of-Pageranks,Topic,Compute Efficiency,Topic,RELATED_TO
43,Mixture-Of-Pageranks,Topic,Benchmark Tasks,Topic,RELATED_TO
44,Retrieval-Augmented Generation (Rag),Topic,Large Language Models (Llms),Topic,RELATED_TO
44,Think-On-Graph 2.0 (Tog-2),Topic,Knowledge Graphs (Kgs),Topic,INCLUDES
44,Think-On-Graph 2.0 (Tog-2),Topic,Large Language Models (Llms),Topic,RELATED_TO
44,Think-On-Graph 2.0 (Tog-2),Topic,Gpt-3.5,Topic,RELATED_TO
44,Think-On-Graph 2.0 (Tog-2),Topic,Llama-2-13B,Topic,RELATED_TO
44,Think-On-Graph 2.0 (Tog-2),Topic,Shengjie Ma,Author,AUTHORED
44,Think-On-Graph 2.0 (Tog-2),Topic,Chengjin Xu,Author,AUTHORED
44,Think-On-Graph 2.0 (Tog-2),Topic,Xuhui Jiang,Author,AUTHORED
44,Think-On-Graph 2.0 (Tog-2),Topic,Muzhi Li,Author,AUTHORED
44,Think-On-Graph 2.0 (Tog-2),Topic,Huaren Qu,Author,AUTHORED
44,Think-On-Graph 2.0 (Tog-2),Topic,Cehao Yang,Author,AUTHORED
44,Think-On-Graph 2.0 (Tog-2),Topic,Jiaxin Mao,Author,AUTHORED
44,Think-On-Graph 2.0 (Tog-2),Topic,Jian Guo,Author,AUTHORED
45,G-Retriever,Topic,Graph Question Answering (Graphqa),Topic,COVERS
45,G-Retriever,Topic,Xiaoxin He,Author,AUTHORED
45,G-Retriever,Topic,Yijun Tian,Author,AUTHORED
45,G-Retriever,Topic,Yifei Sun,Author,AUTHORED
45,G-Retriever,Topic,Nitesh V. Chawla,Author,AUTHORED
45,G-Retriever,Topic,Thomas Laurent,Author,AUTHORED
45,G-Retriever,Topic,Yann Lecun,Author,AUTHORED
45,G-Retriever,Topic,Xavier Bresson,Author,AUTHORED
45,G-Retriever,Topic,Bryan Hooi,Author,AUTHORED
46,Large Language Models,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
46,Retrieval-Augmented Generation,Topic,Edge-Assisted And Collaborative Rag,Paper,COVERS
46,Small Language Models,Topic,Edge-Assisted And Collaborative Rag,Paper,RELATED_TO
47,Knowledge Graph-Retrieval Augmented Generation,Paper,Kg-Rag,Topic,COVERS
47,Knowledge Graph-Retrieval Augmented Generation,Paper,Diego Sanmartin,Author,AUTHORED
48,Frag,Topic,Zengyi Gao,Author,AUTHORED
48,Frag,Topic,Yukun Cao,Author,AUTHORED
48,Frag,Topic,Hairu Wang,Author,AUTHORED
48,Frag,Topic,Ao Ke,Author,AUTHORED
48,Frag,Topic,Yuan Feng,Author,AUTHORED
48,Frag,Topic,Xike Xie,Author,AUTHORED
48,Frag,Topic,S Kevin Zhou,Author,AUTHORED
49,Hoprag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
49,Hoprag,Topic,Https://Github.Com/Liu-Hao-2002/Hoprag,Paper,COVERS
49,Hao Liu,Author,Https://Github.Com/Liu-Hao-2002/Hoprag,Paper,AUTHORED
49,Zhengren Wang,Author,Https://Github.Com/Liu-Hao-2002/Hoprag,Paper,AUTHORED
49,Xi Chen,Author,Https://Github.Com/Liu-Hao-2002/Hoprag,Paper,AUTHORED
49,Zhiyu Li,Author,Https://Github.Com/Liu-Hao-2002/Hoprag,Paper,AUTHORED
49,Feiyu Xiong,Author,Https://Github.Com/Liu-Hao-2002002/Hoprag,Paper,AUTHORED
49,Qinhan Yu,Author,Https://Github.Com/Liu-Hao-2002/Hoprag,Paper,AUTHORED
49,Wentao Zhang,Author,Https://Github.Com/Liu-Hao-2002/Hoprag,Paper,AUTHORED
50,Large Language Models,Topic,Artificial General Intelligence,Topic,RELATED_TO
50,Weknow-Rag,Paper,Large Language Models,Topic,COVERS
50,Weknow-Rag,Paper,Artificial General Intelligence,Topic,COVERS
51,Eraser4Rag,Paper,Retrieval-Augmented Generation (Rag),Topic,COVERS
52,Plan*Rag,Topic,Retrieval-Augmented Generation,Topic,COVERS
52,Plan*Rag,Topic,React,Topic,RELATED_TO
52,Plan*Rag,Topic,Rq-Rag,Topic,RELATED_TO
52,Plan*Rag,Topic,Self-Rag,Topic,RELATED_TO
52,Prakhar Verma,Author,Plan*Rag,Topic,AUTHORED
52,Sukruta Prakash Midigeshi,Author,Plan*Rag,Topic,AUTHORED
52,Gaurav Sinha,Author,Plan*Rag,Topic,AUTHORED
52,Arno Solin,Author,Plan*Rag,Topic,AUTHORED
52,Nagarajan Natarajan,Author,Plan*Rag,Topic,AUTHORED
52,Amit Sharma,Author,Plan*Rag,Topic,AUTHORED
53,Knowledge Graph-Guided Retrieval Augmented Generation,Paper,Xiangrong Zhu,Author,AUTHORED
53,Knowledge Graph-Guided Retrieval Augmented Generation,Paper,Yuexiang Xie,Author,AUTHORED
53,Knowledge Graph-Guided Retrieval Augmented Generation,Paper,Yi Liu,Author,AUTHORED
53,Knowledge Graph-Guided Retrieval Augmented Generation,Paper,Yaliang Li,Author,AUTHORED
53,Knowledge Graph-Guided Retrieval Augmented Generation,Paper,Wei Hu,Author,AUTHORED
53,Knowledge Graph-Guided Retrieval Augmented Generation,Paper,Hotpotqa,Topic,COVERS
54,A Study On The Implementation Method Of An Agent-Based Advanced Rag System Using Graph,Paper,Retrieval-Augmented Generation (Rag) Models,Topic,COVERS
54,A Study On The Implementation Method Of An Agent-Based Advanced Rag System Using Graph,Paper,Graph Technology,Topic,COVERS
54,A Study On The Implementation Method Of An Agent-Based Advanced Rag System Using Graph,Paper,Langgraph,Topic,COVERS
55,Medrag,Paper,Xuejiao Zhao,Author,AUTHORED
55,Medrag,Paper,Siyan Liu,Author,AUTHORED
55,Medrag,Paper,Su-Yin Yang,Author,AUTHORED
55,Medrag,Paper,Chunyan Miao,Author,AUTHORED
55,Medrag,Paper,Electronic Health Records,Topic,INCLUDES
55,Medrag,Paper,Knowledge Graph,Topic,INCLUDES
55,Medrag,Paper,Diagnostic Accuracy,Topic,INCLUDES
55,Medrag,Paper,Misdiagnosis,Topic,INCLUDES
55,Medrag,Paper,Decision Support,Topic,INCLUDES
55,Medrag,Paper,Ddxplus,Topic,INCLUDES
55,Medrag,Paper,Cpdd,Topic,INCLUDES
55,Medrag,Paper,Tan Tock Seng Hospital,Topic,INCLUDES
56,Rulerag,Paper,Ruleqa,Topic,INCLUDES
56,Rulerag,Paper,Knowledge Graphs,Topic,RELATED_TO
56,Rulerag,Paper,Retrieval-Augmented Generation,Topic,RELATED_TO
56,Rulerag,Paper,Rulerag-Icl,Topic,RELATED_TO
56,Rulerag,Paper,Rulerag-Ft,Topic,RELATED_TO
57,Atomr,Topic,Large Language Models,Topic,RELATED_TO
57,Atomr,Topic,Blendqa,Topic,RELATED_TO
57,Amy Xin,Author,Atomr,Topic,AUTHORED
57,Jinxin Liu,Author,Atomr,Topic,AUTHORED
57,Zijun Yao,Author,Atomr,Topic,AUTHORED
57,Zhicheng Lee,Author,Atomr,Topic,AUTHORED
57,Shulin Cao,Author,Atomr,Topic,AUTHORED
57,Lei Hou,Author,Atomr,Topic,AUTHORED
57,Juanzi Li,Author,Atomr,Topic,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Yuta Ojima,Author,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Hiroki Sakaji,Author,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Tadashi Nakamura,Author,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Hiroaki Sakata,Author,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Kazuya Seki,Author,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Yuu Teshigawara,Author,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Masami Yamashita,Author,AUTHORED
58,Knowledge Management For Automobile Failure Analysis Using Graph Rag,Paper,Kazuhiro Aoyama,Author,AUTHORED
59,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
59,Pseudo-Knowledge Graph,Topic,Retrieval-Augmented Generation,Topic,COVERS
59,Yuxin Yang,Author,Pseudo-Knowledge Graph,Topic,AUTHORED
59,Haoyang Wu,Author,Pseudo-Knowledge Graph,Topic,AUTHORED
59,Tao Wang,Author,Pseudo-Knowledge Graph,Topic,AUTHORED
59,Jia Yang,Author,Pseudo-Knowledge Graph,Topic,AUTHORED
59,Hao Ma,Author,Pseudo-Knowledge Graph,Topic,AUTHORED
59,Guojie Luo,Author,Pseudo-Knowledge Graph,Topic,AUTHORED
60,Graph-Based Retrieval-Augmented Generation,Topic,Trex,Topic,COVERS
60,Trex,Topic,Joyce Cahoon,Author,AUTHORED
60,Trex,Topic,Prerna Singh,Author,AUTHORED
60,Trex,Topic,Nick Litombe,Author,AUTHORED
60,Trex,Topic,Jonathan Larson,Author,AUTHORED
60,Trex,Topic,Ha Trinh,Author,AUTHORED
60,Trex,Topic,Yiwen Zhu,Author,AUTHORED
60,Trex,Topic,Andreas Mueller,Author,AUTHORED
60,Trex,Topic,Fotis Psallidas,Author,AUTHORED
60,Trex,Topic,Carlo Curino,Author,AUTHORED
61,Large Language Models,Topic,Neuro-Symbolic Approach,Topic,RELATED_TO
61,Neuro-Symbolic Approach,Topic,Knowledge Graph-Based Rag,Topic,INCLUDES
61,Knowledge Graph-Based Rag,Topic,Symbolic Validator,Topic,INCLUDES
61,Hierarchical Planning For Complex Tasks With Knowledge Graph-Rag And Symbolic Verification,Paper,Cristina Cornelio,Author,AUTHORED
61,Hierarchical Planning For Complex Tasks With Knowledge Graph-Rag And Symbolic Verification,Paper,Flavio Petruzzellis,Author,AUTHORED
61,Hierarchical Planning For Complex Tasks With Knowledge Graph-Rag And Symbolic Verification,Paper,Pietro Lio,Author,AUTHORED
62,Failure Mode And Effects Analysis (Fmea),Topic,Large Language Models (Llms),Topic,RELATED_TO
62,Large Language Models (Llms),Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
62,Retrieval-Augmented Generation (Rag),Topic,Knowledge Graph (Kg),Topic,RELATED_TO
62,Knowledge Graph (Kg),Topic,Set-Theoretic Standardization,Topic,RELATED_TO
62,Set-Theoretic Standardization,Topic,Fmea-Kg,Topic,RELATED_TO
62,Fmea-Kg,Topic,Rag Framework,Topic,RELATED_TO
62,Rag Framework,Topic,Lukas Bahr,Author,AUTHORED
62,Rag Framework,Topic,Christoph Wehner,Author,AUTHORED
62,Rag Framework,Topic,Judith Wewerka,Author,AUTHORED
62,Rag Framework,Topic,José Bittencourt,Author,AUTHORED
62,Rag Framework,Topic,Ute Schmid,Author,AUTHORED
62,Rag Framework,Topic,Rüdiger Daub,Author,AUTHORED
63,Attributed Community-Based Hierarchical Rag,Paper,Retrieval-Augmented Generation,Topic,COVERS
64,Large Language Models,Topic,Education,Topic,RELATED_TO
64,Large Language Models,Topic,Finance,Topic,RELATED_TO
64,Large Language Models,Topic,Medicine,Topic,RELATED_TO
64,Hyper-Rag,Paper,Large Language Models,Topic,COVERS
64,Hyper-Rag,Paper,Education,Topic,INCLUDES
64,Hyper-Rag,Paper,Finance,Topic,INCLUDES
64,Hyper-Rag,Paper,Medicine,Topic,INCLUDES
64,Hyper-Rag,Paper,Yifan Feng,Author,AUTHORED
64,Hyper-Rag,Paper,Hao Hu,Author,AUTHORED
64,Hyper-Rag,Paper,Xingliang Hou,Author,AUTHORED
64,Hyper-Rag,Paper,Shiquan Liu,Author,AUTHORED
64,Hyper-Rag,Paper,Shihui Ying,Author,AUTHORED
64,Hyper-Rag,Paper,Shaoyi Du,Author,AUTHORED
64,Hyper-Rag,Paper,Han Hu,Author,AUTHORED
64,Hyper-Rag,Paper,Yue Gao,Author,AUTHORED
65,Graph Rag-Tool Fusion,Topic,Toollinkos,Topic,COVERS
65,Graph Rag-Tool Fusion,Topic,Toolsandbox,Topic,COVERS
65,Toollinkos,Topic,573 Fictional Tools,Topic,INCLUDES
65,Toollinkos,Topic,15 Industries,Topic,INCLUDES
65,Toollinkos,Topic,6.3 Tool Dependencies,Topic,INCLUDES
65,Naive Rag,Topic,Graph Rag-Tool Fusion,Topic,RELATED_TO
65,Vector Database,Topic,Get Stock Price Api,Topic,RELATED_TO
65,Get Stock Price Api,Topic,Stock Ticker Parameter,Topic,RELATED_TO
65,Stock Ticker Parameter,Topic,Get Stock Ticker Api,Topic,RELATED_TO
65,Get Stock Ticker Api,Topic,Os-Level Internet Connectivity Tools,Topic,RELATED_TO
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Xujie Yuan,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Yongxu Liu,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Shimin Di,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Shiwen Wu,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Libin Zheng,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Rui Meng,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Lei Chen,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Xiaofang Zhou,Author,AUTHORED
66,A Pilot Empirical Study On When And How To Use Knowledge Graphs As Retrieval Augmented Generation,Paper,Jian Yin,Author,AUTHORED
67,Graph Retrieval Augmented Generation,Topic,Fast Think-On-Graph,Topic,RELATED_TO
67,Fast Think-On-Graph,Topic,Knowledge Graph,Topic,COVERS
67,Fast Think-On-Graph,Topic,Large-Scale Language Models,Topic,COVERS
67,Fast Think-On-Graph,Topic,Community Detection,Topic,INCLUDES
67,Fast Think-On-Graph,Topic,Community Pruning,Topic,INCLUDES
67,Fast Think-On-Graph,Topic,Community-To-Text Methods,Topic,INCLUDES
67,Fast Think-On-Graph,Topic,Experimental Results,Topic,AUTHORED
67,Xujian Liang,Author,Fast Think-On-Graph,Topic,AUTHORED
67,Zhaoquan Gu,Author,Fast Think-On-Graph,Topic,AUTHORED
68,Communitykg-Rag,Topic,Large Language Models,Topic,RELATED_TO
68,Communitykg-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
68,Communitykg-Rag,Topic,Knowledge Graphs,Topic,RELATED_TO
68,Communitykg-Rag,Topic,Fact-Checking,Topic,RELATED_TO
68,Rong-Ching Chang,Author,Communitykg-Rag,Topic,AUTHORED
68,Jiawei Zhang,Author,Communitykg-Rag,Topic,AUTHORED
69,Kg-Retriever,Topic,Retrieval-Augmented Generation,Topic,COVERS
69,Kg-Retriever,Topic,Knowledge Graph,Topic,COVERS
69,Kg-Retriever,Topic,Multi-Hop Question Answering,Topic,COVERS
69,Kg-Retriever,Topic,Cross-Document Retrieval,Topic,COVERS
69,Kg-Retriever,Topic,Information Fragmentation,Topic,COVERS
69,Kg-Retriever,Topic,Qa Datasets,Topic,COVERS
69,Weijie Chen,Author,Kg-Retriever,Topic,AUTHORED
69,Ting Bai,Author,Kg-Retriever,Topic,AUTHORED
69,Jinbo Su,Author,Kg-Retriever,Topic,AUTHORED
69,Jian Luan,Author,Kg-Retriever,Topic,AUTHORED
69,Wei Liu,Author,Kg-Retriever,Topic,AUTHORED
69,Chuan Shi,Author,Kg-Retriever,Topic,AUTHORED
70,Retrieval From Graph Data,Topic,Large Language Models,Topic,RELATED_TO
70,Large Language Models,Topic,Graphrag System,Topic,RELATED_TO
70,Knowledge Graphs,Topic,Knowledge Base Question Answering,Topic,RELATED_TO
70,Langchain,Topic,Llamaindex,Topic,RELATED_TO
70,Wikidata,Topic,Freebase,Topic,RELATED_TO
70,Property Graph Views,Topic,Cypher,Topic,RELATED_TO
70,Cypherbench,Paper,Wikidata,Topic,COVERS
71,Large Language Models,Topic,Pennylane,Topic,RELATED_TO
71,Pennylane Dataset,Topic,Pennylane,Topic,COVERS
71,Graphrag,Topic,Gpt-4O Mini,Topic,RELATED_TO
71,Abdul Basit,Author,Pennylane Dataset,Topic,AUTHORED
71,Nouhaila Innan,Author,Pennylane Dataset,Topic,AUTHORED
71,Haider Asif,Author,Pennylane Dataset,Topic,AUTHORED
71,Minghao Shao,Author,Pennylane Dataset,Topic,AUTHORED
71,Muhammad Kashif,Author,Pennylane Dataset,Topic,AUTHORED
71,Alberto Marchisio,Author,Pennylane Dataset,Topic,AUTHORED
71,Muhammad Shafique,Author,Pennylane Dataset,Topic,AUTHORED
72,Distill-Synthkg,Topic,Synthkg,Topic,COVERS
72,Distill-Synthkg,Topic,Prafulla Kumar Choubey,Author,AUTHORED
72,Distill-Synthkg,Topic,Xin Su,Author,AUTHORED
72,Distill-Synthkg,Topic,Man Luo,Author,AUTHORED
72,Distill-Synthkg,Topic,Xiangyu Peng,Author,AUTHORED
72,Distill-Synthkg,Topic,Caiming Xiong,Author,AUTHORED
72,Distill-Synthkg,Topic,Tiep Le,Author,AUTHORED
72,Distill-Synthkg,Topic,Shachar Rosenman,Author,AUTHORED
72,Distill-Synthkg,Topic,Vasudev Lal,Author,AUTHORED
72,Distill-Synthkg,Topic,Phil Mui,Author,AUTHORED
72,Distill-Synthkg,Topic,Ricky Ho,Author,AUTHORED
72,Distill-Synthkg,Topic,Phillip Howard,Author,AUTHORED
72,Distill-Synthkg,Topic,Chien-Sheng Wu,Author,AUTHORED
73,Kare,Paper,Clinical Decision Support,Topic,COVERS
73,Kare,Paper,Large Language Models,Topic,RELATED_TO
73,Kare,Paper,Pengcheng Jiang,Author,AUTHORED
73,Kare,Paper,Cao Xiao,Author,AUTHORED
73,Kare,Paper,Minhao Jiang,Author,AUTHORED
73,Kare,Paper,Parminder Bhatia,Author,AUTHORED
73,Kare,Paper,Taha Kass-Hout,Author,AUTHORED
73,Kare,Paper,Jimeng Sun,Author,AUTHORED
73,Kare,Paper,Jiawei Han,Author,AUTHORED
74,Tobugraph,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
74,Tobugraph,Topic,Tobu,Topic,RELATED_TO
74,Savini Kashmira,Author,Tobugraph,Topic,AUTHORED
74,Jayanaka L. Dantanarayana,Author,Tobugraph,Topic,AUTHORED
74,Joshua Brodsky,Author,Tobugraph,Topic,AUTHORED
74,Ashish Mahendra,Author,Tobugraph,Topic,AUTHORED
74,Yiping Kang,Author,Tobugraph,Topic,AUTHORED
74,Krisztian Flautner,Author,Tobugraph,Topic,AUTHORED
74,Lingjia Tang,Author,Tobugraph,Topic,AUTHORED
74,Jason Mars,Author,Tobugraph,Topic,AUTHORED
75,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
75,Retrieval-Augmented Generation,Topic,External Databases,Topic,RELATED_TO
75,Graph-Based Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
