docid|source|sourcetype|target|targettype|type
399|Quantifying And Detecting Individual Level 'Always Survivor' Causal Effects Under 'Truncation By Death' And Censoring Through Time|Paper|Jaffer M. Zaidi|Author|AUTHORED
399|Quantifying And Detecting Individual Level 'Always Survivor' Causal Effects Under 'Truncation By Death' And Censoring Through Time|Paper|Eric J. Tchetgen Tchetgen|Author|AUTHORED
399|Quantifying And Detecting Individual Level 'Always Survivor' Causal Effects Under 'Truncation By Death' And Censoring Through Time|Paper|Tyler J. Vanderweele|Author|AUTHORED
400|Clinical Trial Records|Topic|Patients|Topic|RELATED_TO
400|Clinical Trial Records|Topic|Diseases|Topic|RELATED_TO
400|Eligibility Criteria|Topic|Computer-Based Eligibility Query Formulation|Topic|RELATED_TO
400|Summary Of Results|Topic|Conclusions|Topic|RELATED_TO
400|Previous Research|Topic|Eligibility Criteria|Topic|RELATED_TO
400|Knowledge-Guided Text Structuring Framework|Topic|Knowledge Base|Topic|RELATED_TO
400|Knowledge-Guided Text Structuring Framework|Topic|Word Dependency Relations|Topic|RELATED_TO
400|Knowledge-Guided Text Structuring Framework|Topic|Formal Representations|Topic|RELATED_TO
400|High Precision And Recall|Topic|Knowledge-Guided Text Structuring Framework|Topic|RELATED_TO
400|Yingcheng Sun|Author|Knowledge-Guided Text Structuring Framework|Topic|AUTHORED
400|Kenneth Loparo|Author|Knowledge-Guided Text Structuring Framework|Topic|AUTHORED
401|Response Adaptive Randomization|Topic|Response Adaptive Block Randomization|Topic|RELATED_TO
401|Response Adaptive Block Randomization|Topic|Doubly Adaptive Biased Coin Design|Topic|RELATED_TO
401|Tianyu Zhan|Author|Response Adaptive Block Randomization|Topic|AUTHORED
401|Lu Cui|Author|Response Adaptive Block Randomization|Topic|AUTHORED
401|Ziqian Geng|Author|Response Adaptive Block Randomization|Topic|AUTHORED
401|Lanju Zhang|Author|Response Adaptive Block Randomization|Topic|AUTHORED
401|Yihua Gu|Author|Response Adaptive Block Randomization|Topic|AUTHORED
401|Ivan S. F. Chan|Author|Response Adaptive Block Randomization|Topic|AUTHORED
402|Response-Adaptive Randomization|Topic|Clinical Trials|Topic|RELATED_TO
402|Response-Adaptive Randomization|Topic|Data-Dependent Sampling Algorithms|Topic|RELATED_TO
402|Response-Adaptive Randomization|Topic|Biostatistical Literature|Topic|RELATED_TO
402|Response-Adaptive Randomization|Topic|Machine Learning|Topic|RELATED_TO
402|Response-Adaptive Randomization In Clinical Trials: From Myths To Practical Considerations|Paper|David S. Robertson|Author|AUTHORED
402|Response-Adaptive Randomization In Clinical Trials: From Myths To Practical Considerations|Paper|Kim May Lee|Author|AUTHORED
402|Response-Adaptive Randomization In Clinical Trials: From Myths To Practical Considerations|Paper|Boryana C. Lopez-Kolkovska|Author|AUTHORED
402|Response-Adaptive Randomization In Clinical Trials: From Myths To Practical Considerations|Paper|Sofia S. Villar|Author|AUTHORED
403|Randomised Clinical Trial Results|Topic|Intercurrent Events|Topic|RELATED_TO
403|Intercurrent Events|Topic|Rescue Medication|Topic|RELATED_TO
403|Rescue Medication|Topic|Intention-To-Treat Analysis|Topic|RELATED_TO
403|Intention-To-Treat Analysis|Topic|Estimand|Topic|RELATED_TO
403|Estimand|Topic|Treatment Effect|Topic|RELATED_TO
403|Estimand|Topic|Inverse Probability Weighting Method|Topic|RELATED_TO
403|Inverse Probability Weighting Method|Topic|Sensitivity Analysis|Topic|RELATED_TO
403|Sensitivity Analysis|Topic|Clinical Trial|Topic|RELATED_TO
403|Clinical Trial|Topic|Janssen Pharmaceuticals|Author|RELATED_TO
403|Hege Michiels|Author|Clinical Trial|Topic|AUTHORED
403|Cristina Sotto|Author|Clinical Trial|Topic|AUTHORED
403|An Vandebosch|Author|Clinical Trial|Topic|AUTHORED
403|Stijn Vansteelandt|Author|Clinical Trial|Topic|AUTHORED
404|Semeval-2023 Task 7|Topic|Nlp Solutions|Topic|RELATED_TO
404|Semeval-2023 Task 7|Topic|Evidence Retrieval|Topic|RELATED_TO
404|Semeval-2023 Task 7|Topic|Natural Language Inference|Topic|RELATED_TO
404|Semeval-2023 Task 7|Topic|Pipeline System|Topic|RELATED_TO
404|Semeval-2023 Task 7|Topic|Joint System|Topic|RELATED_TO
404|Semeval-2023 Task 7|Topic|Ensemble System|Topic|RELATED_TO
404|Juraj Vladika|Author|Semeval-2023 Task 7|Topic|AUTHORED
404|Florian Matthes|Author|Semeval-2023 Task 7|Topic|AUTHORED
404|Clinical Trial Reports|Topic|Nlp Solutions|Topic|RELATED_TO
405|Stratification In Randomized Clinical Trials|Topic|Misclassification Errors|Topic|RELATED_TO
405|Misclassification Errors|Topic|Corrected Values|Topic|RELATED_TO
405|Likelihood Function|Topic|Corrected Values|Topic|DISCUSSES
405|Standard Errors|Topic|Misclassification Errors|Topic|DISCUSSES
405|Unbiased Linear Estimation|Topic|Misclassification Errors|Topic|DISCUSSES
405|Neal Thomas|Author|Stratification In Randomized Clinical Trials|Topic|AUTHORED
406|Using Recursive Partitioning To Find And Estimate Heterogenous Treatment Effects In Randomized Clinical Trials|Paper|Heterogeneous Treatment Effects|Topic|DISCUSSES
406|Using Recursive Partitioning To Find And Estimate Heterogenous Treatment Effects In Randomized Clinical Trials|Paper|Randomized Clinical Trials|Topic|DISCUSSES
406|Using Recursive Partitioning To Find And Estimate Heterogenous Treatment Effects In Randomized Clinical Trials|Paper|Richard Berk|Author|AUTHORED
406|Using Recursive Partitioning To Find And Estimate Heterogenous Treatment Effects In Randomized Clinical Trials|Paper|Matthew Olson|Author|AUTHORED
406|Using Recursive Partitioning To Find And Estimate Heterogenous Treatment Effects In Randomized Clinical Trials|Paper|Andreas Buja|Author|AUTHORED
406|Using Recursive Partitioning To Find And Estimate Heterogenous Treatment Effects In Randomized Clinical Trials|Paper|Aurelie Ouss|Author|AUTHORED
407|A Simulation Study Evaluating Phase I Clinical Trial Designs For Combinational Agents|Paper|Shu Wang|Author|AUTHORED
407|A Simulation Study Evaluating Phase I Clinical Trial Designs For Combinational Agents|Paper|Ji-Hyun Lee|Author|AUTHORED
407|A Simulation Study Evaluating Phase I Clinical Trial Designs For Combinational Agents|Paper|Phase I Clinical Trial Designs|Topic|DISCUSSES
408|Bayesian Optimization|Topic|Design Selection Process|Topic|RELATED_TO
408|Clinical Trials|Topic|Design Selection Process|Topic|RELATED_TO
408|Adaptive Seamless Designs|Topic|Bayesian Optimization|Topic|RELATED_TO
408|Jakob Richter|Author|Adaptive Seamless Designs|Topic|AUTHORED
408|Tim Friede|Author|Adaptive Seamless Designs|Topic|AUTHORED
408|Jörg Rahnenführer|Author|Adaptive Seamless Designs|Topic|AUTHORED
409|The Predictive Individual Effect For Survival Data|Paper|Beat Neuenschwander|Author|AUTHORED
409|The Predictive Individual Effect For Survival Data|Paper|Satrajit Roychoudhury|Author|AUTHORED
409|The Predictive Individual Effect For Survival Data|Paper|Simon Wandel|Author|AUTHORED
409|The Predictive Individual Effect For Survival Data|Paper|Kannan Natarajan|Author|AUTHORED
409|The Predictive Individual Effect For Survival Data|Paper|Emmanuel Zuber|Author|AUTHORED
409|The Predictive Individual Effect For Survival Data|Paper|Patient-Focused Drug Development|Topic|DISCUSSES
409|The Predictive Individual Effect For Survival Data|Paper|Oncology Trials|Topic|DISCUSSES
410|Statistical Modelling And Prediction Of Patient Recruitment In Clinical Trials|Paper|Vladimir Anisimov|Author|AUTHORED
410|Statistical Modelling And Prediction Of Patient Recruitment In Clinical Trials|Paper|Guillaume Mijoule|Author|AUTHORED
410|Statistical Modelling And Prediction Of Patient Recruitment In Clinical Trials|Paper|Armando Turchetta|Author|AUTHORED
410|Statistical Modelling And Prediction Of Patient Recruitment In Clinical Trials|Paper|Nicolas Savy|Author|AUTHORED
410|Statistical Modelling And Prediction Of Patient Recruitment In Clinical Trials|Paper|Poisson-Gamma Model|Topic|RELATED_TO
410|Statistical Modelling And Prediction Of Patient Recruitment In Clinical Trials|Paper|Dropout Process|Topic|RELATED_TO
410|Statistical Modelling And Prediction Of Patient Recruitment In Clinical Trials|Paper|Recruitment Forecasting|Topic|RELATED_TO
411|Missing Data Imputation For A Multivariate Outcome Of Mixed Variable Types|Paper|Tuo Wang|Author|AUTHORED
411|Missing Data Imputation For A Multivariate Outcome Of Mixed Variable Types|Paper|Rachel Zilinskas|Author|AUTHORED
411|Missing Data Imputation For A Multivariate Outcome Of Mixed Variable Types|Paper|Ying Li|Author|AUTHORED
411|Missing Data Imputation For A Multivariate Outcome Of Mixed Variable Types|Paper|Yongming Qu|Author|AUTHORED
412|Unimib Team|Topic|Trec 2021 Clinical Trials Track|Topic|RELATED_TO
412|Unimib Team|Topic|Georgios Peikos|Author|AUTHORED
412|Unimib Team|Topic|Oscar Espitia|Author|AUTHORED
412|Unimib Team|Topic|Gabriella Pasi|Author|AUTHORED
412|Trec 2021 Clinical Trials Track|Topic|Neural Re-Ranking Approach|Topic|DISCUSSES
412|Trec 2021 Clinical Trials Track|Topic|Decision-Theoretic Model|Topic|DISCUSSES
412|Decision-Theoretic Model|Topic|Relevance Estimation|Topic|RELATED_TO
412|Keyword Extraction Method|Topic|Bm25 Model|Topic|RELATED_TO
412|Ndcg@10|Topic|Trec 2021 Clinical Trials Track|Topic|DISCUSSES
412|Rpec@10|Topic|Trec 2021 Clinical Trials Track|Topic|DISCUSSES
413|Mixed Model Repeated Measures (Mmrm)|Topic|Alzheimer'S Disease|Topic|RELATED_TO
413|Constrained Longitudinal Data Analysis|Topic|Alzheimer'S Disease|Topic|RELATED_TO
413|Natural Cubic Splines|Topic|Alzheimer'S Disease|Topic|RELATED_TO
413|M. C. Donohue|Author|Natural Cubic Splines|Topic|AUTHORED
413|O. Langford|Author|Natural Cubic Splines|Topic|AUTHORED
413|P. Insel|Author|Natural Cubic Splines|Topic|AUTHORED
413|C. H. Van Dyck|Author|Natural Cubic Splines|Topic|AUTHORED
413|R. C. Petersen|Author|Natural Cubic Splines|Topic|AUTHORED
413|S. Craft|Author|Natural Cubic Splines|Topic|AUTHORED
413|G. Sethuraman|Author|Natural Cubic Splines|Topic|AUTHORED
413|R. Raman|Author|Natural Cubic Splines|Topic|AUTHORED
413|P. S. Aisen|Author|Natural Cubic Splines|Topic|AUTHORED
414|Modern Approaches For Evaluating Treatment Effect Heterogeneity From Clinical Trials And Observational Data|Paper|Ilya Lipkovich|Author|AUTHORED
414|Modern Approaches For Evaluating Treatment Effect Heterogeneity From Clinical Trials And Observational Data|Paper|David Svensson|Author|AUTHORED
414|Modern Approaches For Evaluating Treatment Effect Heterogeneity From Clinical Trials And Observational Data|Paper|Bohdana Ratitch|Author|AUTHORED
414|Modern Approaches For Evaluating Treatment Effect Heterogeneity From Clinical Trials And Observational Data|Paper|Alex Dmitrienko|Author|AUTHORED
415|Non-Proportional Hazards|Topic|Clinical Trials|Topic|RELATED_TO
415|Clinical Trials|Topic|Time-To-Event Endpoints|Topic|RELATED_TO
415|Immunotherapy For Cancer|Topic|Clinical Trials|Topic|RELATED_TO
415|Group Sequential Design|Topic|Non-Proportional Hazards|Topic|RELATED_TO
415|Average Hazard Ratio|Topic|Group Sequential Design|Topic|RELATED_TO
415|Weighted Logrank Test|Topic|Group Sequential Design|Topic|RELATED_TO
415|Maxcombo Combination Test|Topic|Group Sequential Design|Topic|RELATED_TO
415|Gsdesign2 R Package|Topic|Group Sequential Design|Topic|RELATED_TO
415|Yujie Zhao|Author|Group Sequential Design|Topic|AUTHORED
415|Yilong Zhang|Author|Group Sequential Design|Topic|AUTHORED
415|Larry Leon|Author|Group Sequential Design|Topic|AUTHORED
415|Keaven M. Anderson|Author|Group Sequential Design|Topic|AUTHORED
416|Large Language Models|Topic|Conversational Ai|Topic|RELATED_TO
416|Large Language Models|Topic|Content Generation|Topic|RELATED_TO
416|Large Language Models|Topic|Information Retrieval|Topic|RELATED_TO
416|Large Language Models|Topic|Business Intelligence|Topic|RELATED_TO
416|Large Language Models|Topic|Medical|Topic|RELATED_TO
416|Medical|Topic|Clinical Trials|Topic|RELATED_TO
416|Large Language Models|Topic|Shortcut Learning|Topic|RELATED_TO
416|Large Language Models|Topic|Factual Inconsistency|Topic|RELATED_TO
416|Large Language Models|Topic|Performance Degradation|Topic|RELATED_TO
416|Large Language Models|Topic|Adversarial Testing|Topic|RELATED_TO
416|Large Language Models|Topic|Robust Testing|Topic|RELATED_TO
416|Large Language Models|Topic|Ambiguity|Topic|RELATED_TO
416|Large Language Models|Topic|Reasoning Integrity|Topic|RELATED_TO
416|Large Language Models|Topic|Syntactic Understanding|Topic|RELATED_TO
416|Large Language Models|Topic|Semantic Understanding|Topic|RELATED_TO
416|Sci-Five Model|Topic|Mnestic Probing|Topic|RELATED_TO
416|Mnestic Probing|Topic|Natural Logic|Topic|RELATED_TO
416|Task Specific Probes|Topic|Final Layers Of Trained Model|Topic|RELATED_TO
416|Iterative Null Projection|Topic|Model Accuracy|Topic|RELATED_TO
416|Probe Size|Topic|Fine Tuning Process|Topic|RELATED_TO
416|Ata Mustafa|Author|Enhancing Robustness In Biomedical Nli Models: A Probing Approach For Clinical Trials|Paper|AUTHORED
417|Large Language Models|Topic|Natural Language Processing|Topic|RELATED_TO
417|Natural Language Processing|Topic|Natural Language Inference|Topic|RELATED_TO
417|Natural Language Inference|Topic|Breast Cancer Clinical Trial Reports|Topic|RELATED_TO
417|Breast Cancer Clinical Trial Reports|Topic|Semeval 2024 Task 2|Topic|RELATED_TO
417|Semeval 2024 Task 2|Topic|Retrieval-Augmented Generation|Topic|RELATED_TO
417|Iitk|Author|Semeval 2024 Task 2|Topic|AUTHORED
417|Shreyasi Mandal|Author|Semeval 2024 Task 2|Topic|AUTHORED
417|Ashutosh Modi|Author|Semeval 2024 Task 2|Topic|AUTHORED
417|Gpt-3.5|Paper|Retrieval-Augmented Generation|Topic|RELATED_TO
417|Gemini Pro|Paper|Retrieval-Augmented Generation|Topic|RELATED_TO
417|Evaluation Results|Topic|Semeval 2024 Task 2|Topic|DISCUSSES
418|Considerations For Single-Arm Trials To Support Accelerated Approval Of Oncology Drugs|Paper|Feinan Lu|Author|AUTHORED
418|Considerations For Single-Arm Trials To Support Accelerated Approval Of Oncology Drugs|Paper|Tao Wang|Author|AUTHORED
418|Considerations For Single-Arm Trials To Support Accelerated Approval Of Oncology Drugs|Paper|Ying Lu|Author|AUTHORED
418|Considerations For Single-Arm Trials To Support Accelerated Approval Of Oncology Drugs|Paper|Jie Chen|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Yizhen Zheng|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Huan Yee Koh|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Maddie Yang|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Li Li|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Lauren T. May|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Geoffrey I. Webb|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Shirui Pan|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|George Church|Author|AUTHORED
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Computational Biology|Topic|RELATED_TO
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Pharmacology|Topic|RELATED_TO
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Ai4Science|Topic|RELATED_TO
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Drug Discovery|Topic|RELATED_TO
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Drug Development|Topic|RELATED_TO
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Disease Mechanisms|Topic|RELATED_TO
419|Large Language Models In Drug Discovery And Development: From Disease Mechanisms To Clinical Trials|Paper|Clinical Trials|Topic|RELATED_TO
420|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|Randomized Clinical Trials|Topic|DISCUSSES
420|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|Observational Studies|Topic|DISCUSSES
420|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|Sensitivity Analysis|Topic|DISCUSSES
420|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|Synthesis Estimator|Topic|DISCUSSES
420|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|Average Treatment Effect|Topic|DISCUSSES
420|Kuan Jiang|Author|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|AUTHORED
420|Wenjie Hu|Author|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|AUTHORED
420|Shu Yang|Author|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|AUTHORED
420|Xinxing Lai|Author|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|AUTHORED
420|Xiaohua Zhou|Author|Improve Sensitivity Analysis Synthesizing Randomized Clinical Trials With Limited Overlap|Paper|AUTHORED
421|Ich E9(R1) Addendum|Topic|Intercurrent Events|Topic|RELATED_TO
421|G-Estimation|Topic|Intercurrent Events|Topic|DISCUSSES
421|G-Estimation|Topic|Alzheimer Disease|Topic|DISCUSSES
421|Florian Lasch|Author|G-Estimation|Topic|AUTHORED
421|Lorenzo Guizzaro|Author|G-Estimation|Topic|AUTHORED
421|Wen Wei Loh|Author|G-Estimation|Topic|AUTHORED
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Pattern-Mixture Models|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Treatment Effects|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Clinical Trials|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Nonignorable Missing Data|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Multiple Imputation|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Rubin'S Approach|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Bootstrap Methods|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Direct Likelihood-Based Approaches|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Analytical Framework|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Return-To-Baseline|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Jump-To-Reference|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Placebo Washout|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Retrieved Dropout Imputations|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Tipping Point Analysis|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Simulation Studies|Topic|DISCUSSES
422|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|Clinical Trial Evaluating A Treatment For Type 2 Diabetes|Topic|DISCUSSES
422|Jitong Lou|Author|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|AUTHORED
422|Mallikarjuna Rettiganti|Author|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|AUTHORED
422|Yongming Qu|Author|Direct Estimation For Commonly Used Pattern-Mixture Models In Clinical Trials|Paper|AUTHORED
423|Pkg2.0|Topic|Biomedical Literature|Topic|RELATED_TO
423|Pkg2.0|Topic|Jian Xu|Author|AUTHORED
423|Pkg2.0|Topic|Chao Yu|Author|AUTHORED
423|Pkg2.0|Topic|Jiawei Xu|Author|AUTHORED
423|Pkg2.0|Topic|Ying Ding|Author|AUTHORED
423|Pkg2.0|Topic|Vetle I. Torvik|Author|AUTHORED
423|Pkg2.0|Topic|Jaewoo Kang|Author|AUTHORED
423|Pkg2.0|Topic|Mujeen Sung|Author|AUTHORED
423|Pkg2.0|Topic|Min Song|Author|AUTHORED
424|A Novel Longitudinal Rank-Sum Test For Multiple Primary Endpoints In Clinical Trials: Applications To Neurodegenerative Disorders|Paper|Xiaoming Xu|Author|AUTHORED
424|A Novel Longitudinal Rank-Sum Test For Multiple Primary Endpoints In Clinical Trials: Applications To Neurodegenerative Disorders|Paper|Dhrubajyoti Ghosh|Author|AUTHORED
424|A Novel Longitudinal Rank-Sum Test For Multiple Primary Endpoints In Clinical Trials: Applications To Neurodegenerative Disorders|Paper|Sheng Luo|Author|AUTHORED
424|Longitudinal Rank Sum Test|Topic|Neurodegenerative Disorders|Topic|RELATED_TO
424|Longitudinal Rank Sum Test|Topic|Alzheimer'S Disease|Topic|RELATED_TO
425|G-Computation For Increasing Performances Of Clinical Trials With Individual Randomization And Binary Response|Paper|Clinical Trials|Topic|RELATED_TO
425|G-Computation For Increasing Performances Of Clinical Trials With Individual Randomization And Binary Response|Paper|Machine Learning|Topic|RELATED_TO
425|G-Computation For Increasing Performances Of Clinical Trials With Individual Randomization And Binary Response|Paper|Penalized Regressions|Topic|RELATED_TO
425|G-Computation For Increasing Performances Of Clinical Trials With Individual Randomization And Binary Response|Paper|Algorithm-Based Methods|Topic|RELATED_TO
426|Sparsevm|Topic|3D Mr Scans|Topic|RELATED_TO
426|Sparsevm|Topic|Voxelmorph Package|Topic|RELATED_TO
426|Sparsevm|Topic|Kathleen M. Lewis|Author|AUTHORED
426|Sparsevm|Topic|Natalia S. Rost|Author|AUTHORED
426|Sparsevm|Topic|John Guttag|Author|AUTHORED
426|Sparsevm|Topic|Adrian V. Dalca|Author|AUTHORED
427|Multi-Arm Multi-Stage Trial|Topic|Allocation Ratio|Topic|RELATED_TO
427|Allocation Ratio|Topic|Optimal Allocation Ratio|Topic|RELATED_TO
427|Optimal Allocation Ratio|Topic|Martin Law|Author|AUTHORED
428|Leafai|Topic|Nicholas J Dobbins|Author|AUTHORED
428|Leafai|Topic|Bin Han|Author|AUTHORED
428|Leafai|Topic|Weipeng Zhou|Author|AUTHORED
428|Leafai|Topic|Kristine Lan|Author|AUTHORED
428|Leafai|Topic|H. Nina Kim|Author|AUTHORED
428|Leafai|Topic|Robert Harrington|Author|AUTHORED
428|Leafai|Topic|Ozlem Uzuner|Author|AUTHORED
428|Leafai|Topic|Meliha Yetisgen|Author|AUTHORED
428|Leafai|Topic|Clinical Trials|Topic|RELATED_TO
429|Sex Differences In Severity And Mortality Among Patients With Covid-19: Evidence From Pooled Literature Analysis And Insights From Integrated Bioinformatic Analysis|Paper|Covid-19|Topic|RELATED_TO
430|Bapofi|Topic|Bapofi-Tte|Topic|RELATED_TO
430|Bapofi-Tte|Topic|Satoshi Morita|Author|AUTHORED
430|Bapofi-Tte|Topic|Peter Müller|Author|AUTHORED
430|Bapofi-Tte|Topic|Hiroyasu Abe|Author|AUTHORED
430|Bapofi-Tte|Topic|Biometrics|Topic|RELATED_TO
431|Monte Carlo Simulations Of Stroke|Topic|3D Stroke Simulations|Topic|RELATED_TO
431|3D Stroke Simulations|Topic|In-Silico Trials|Topic|RELATED_TO
431|3D Stroke Simulations|Topic|Probabilistic Lesion Overlap Maps|Topic|RELATED_TO
431|3D Stroke Simulations|Topic|Equation For Sizing Emboli|Topic|RELATED_TO
431|James P. Hague|Author|3D Stroke Simulations|Topic|AUTHORED
431|Jonathan Keelan|Author|3D Stroke Simulations|Topic|AUTHORED
431|Lucy Beishon|Author|3D Stroke Simulations|Topic|AUTHORED
431|David Swienton|Author|3D Stroke Simulations|Topic|AUTHORED
431|Thompson G. Robinson|Author|3D Stroke Simulations|Topic|AUTHORED
431|Emma M. L. Chung|Author|3D Stroke Simulations|Topic|AUTHORED
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|Misclassification|Topic|DISCUSSES
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|Public Health|Topic|DISCUSSES
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|Vaccinations|Topic|DISCUSSES
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|Cluster Controlled Randomized Trial (Ccrt)|Topic|DISCUSSES
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|Bayesian Logistic Regression|Topic|DISCUSSES
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|Behavioral Intervention|Topic|DISCUSSES
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|Vaccination Uptake|Topic|DISCUSSES
432|Misclassification Of Vaccination Status In Electronic Health Records: A Bayesian Approach In Cluster Randomized Trials|Paper|U.S. Veterans|Topic|DISCUSSES
433|Clinical Trials|Topic|Patient Recruitment|Topic|RELATED_TO
433|Patient Recruitment|Topic|Poisson-Gamma Model|Topic|RELATED_TO
433|Poisson-Gamma Model|Topic|Time-Dependent Rates|Topic|RELATED_TO
433|Patient Recruitment|Topic|Homogeneity Testing|Topic|RELATED_TO
433|Volodymyr Anisimov|Author|Patient Recruitment|Topic|AUTHORED
433|Lucas Oliver|Author|Patient Recruitment|Topic|AUTHORED
433|Poisson-Gamma Model|Topic|Analytic Methodology|Topic|RELATED_TO
434|Cure Proportion Model|Topic|Overall Survival|Topic|RELATED_TO
434|Phase 1 Trial|Topic|Phase 3 Trial|Topic|RELATED_TO
434|Futility Interim Analysis|Topic|Phase 3 Trial|Topic|RELATED_TO
434|Intermediate Endpoint|Topic|Overall Survival|Topic|RELATED_TO
434|Acute Myeloid Leukemia|Topic|Intermediate Endpoint|Topic|RELATED_TO
434|Kaspar Rufibach|Author|Acute Myeloid Leukemia|Topic|AUTHORED
434|Dominik Heinzmann|Author|Acute Myeloid Leukemia|Topic|AUTHORED
434|Annabelle Monnet|Author|Acute Myeloid Leukemia|Topic|AUTHORED
435|Power Contours: Optimising Sample Size And Precision In Experimental Psychology And Human Neuroscience|Paper|Daniel H. Baker|Author|AUTHORED
435|Power Contours: Optimising Sample Size And Precision In Experimental Psychology And Human Neuroscience|Paper|Greta Vilidaite|Author|AUTHORED
435|Power Contours: Optimising Sample Size And Precision In Experimental Psychology And Human Neuroscience|Paper|Freya A. Lygo|Author|AUTHORED
435|Power Contours: Optimising Sample Size And Precision In Experimental Psychology And Human Neuroscience|Paper|Anika K. Smith|Author|AUTHORED
435|Power Contours: Optimising Sample Size And Precision In Experimental Psychology And Human Neuroscience|Paper|Tessa R. Flack|Author|AUTHORED
435|Power Contours: Optimising Sample Size And Precision In Experimental Psychology And Human Neuroscience|Paper|Andre D. Gouws|Author|AUTHORED
